,Ren̩ Stulz,Jeremy Stein,Raghuram Rajan,Luigi Zingales,Andrei Shleifer,Robert Vishny,Ross Levine,Asli Demirguc-Kunt,Florencio Lopez-de-Silanes,Rafael La Porta,John Campbell,Michael Jensen,Joshua Aizenman,Barry Eichengreen,Kenneth French,Andrew Rose,Robert Shiller,Mark Gertler,Maurice Obstfeld,Robert Merton,Eugene Fama,Robert Engle,Ben Bernanke,Joseph Stiglitz,Jeffrey Frankel,James Poterba,Lawrence Summers,Alan Auerbach,Michael McAleer,Elhanan Helpman,Robert Barro,Christopher Baum,Martin Feldstein,Jean Tirole,Kenneth Rogoff,Edward Prescott,Martin Eichenbaum,Timothy Besley,Stephen J Turnovsky,Robert Hall,Guillermo Calvo,Tim Bollerslev,Daron Acemoglu,Lars Svensson,Francis Diebold,Carmen Reinhart,N. Gregory Mankiw,John Taylor,John List,M Pesaran,Olivier Blanchard,Alan Krueger,John Whalley,Michael Woodford,Dani Rodrik,Peter Diamond,Richard Freeman,Paul Milgrom,Ernst Fehr,Bruno Frey,Robert King,David Romer,Alberto Alesina,Jordi Gali,Clive Granger,Thomas Sargent,Martin Ravallion,Robert Lucas,Clement Tisdell,David Card,Jacques Thisse,Christopher Sims,Richard Blundell,Jerry Hausman,Peter Nijkamp,Edward Glaeser,Angus Deaton,Robert Gordon,Lawrence Christiano,Lars Hansen,Paul Krugman,James Stock,Jean-Jacques Laffont,Friedrich Schneider,James Heckman,Lawrence Katz,Halbert White,Mark Watson,Gary Becker,Peter Phillips,Drew Fudenberg,Joshua Angrist,Hans-Werner Sinn,Jeffrey Wooldridge,Ilhan Ozturk,George Borjas,Whitney Newey,Nicholas Cox,Donald Andrews,Ben Jann,V1
John Whalley,0.081230523,0.091431155,0.116296659,0.057394724,0.086948672,0.112421019,0.08622989,0.117277954,0.074497919,0.110423258,0.021485311,0.082339655,0.058556446,0.20268602,0.112845096,0.05217795,0.246527485,0.092677002,0.214233353,0.065193531,0.213234861,0.121900808,0.054013383,0.061609092,0.127508794,0.155560529,0.050631608,0.084805557,0.150688324,0.121928726,0.151327434,0.158216809,0.03243258,0.240492075,0.115209917,0.044909889,0.126750568,0.151184245,0.12378314,0.046487606,0.11537177,0.131640218,0.08372348,0.093871044,0.094785975,0.044421135,0.045522813,0.034120856,0.182541391,0.115268591,0.078325009,0.073578566,0.15986853,0.046558479,0.205134229,0.096655648,0.089926795,0.089939154,0.185997934,0.111778559,0.084793485,0.069370648,0.035164191,0.080500643,0.066136422,0.059183128,0.09460293,0.073563041,0.017413496,0.123404658,0.078409775,0.146455798,0.077799615,0.094217121,0.156167988,0.081186121,0.12230923,0.07564999,0.036560806,0.084212442,0.042915032,0.107807414,0.075415772,0.024731034,0.070078819,0.070059709,1,0.090138598,0.197932107,0.043369994,0.016604275,0.02861136,0.086163885,0.090012588,0.142197808,0.104608317,0.064621799,0.102611508,0.169104471,0.044069024,John Whalley
Michael Woodford,0.076230039,0.041846205,0.07745288,0.092032602,0.203305389,0.121332257,0.053393872,0.133383649,0.094770393,0.090986099,0.044351611,0.124672361,0.056395226,0.139454255,0.051916797,0.035244645,0.138374738,0.057698892,0.047875903,0.051314074,0.124967787,0.051410517,0.043229471,0.072234913,0.044151373,0.112793552,0.045151551,1,0.121238713,0.127375431,0.125869827,0.106334734,0.050959721,0.150858125,0.082007063,0.100598655,0.059976438,0.059585964,0.091581003,0.129969589,0.100537525,0.088873101,0.055434943,0.063561454,0.252757918,0.083080565,0.053374684,0.061009437,0.058574536,0.10046422,0.065205116,0.054620138,0.176627509,0.097234546,0.025121843,0.073972845,0.160312741,0.227218855,0.085731403,0.099070222,0.367350471,0.05567046,0.013625826,0.117645718,0.049488747,0.060680733,0.108960101,0.232552326,0.017823694,0.152779807,0.082805508,0.078256564,0.260759596,0.130896257,0.121012027,0.155268592,0.057813055,0.183285884,0.065478993,0.098642399,0.027454449,0.196200499,0.083733614,0.019907935,0.08252343,0.10867009,0.084805557,0.268977034,0.17540574,0.084186137,0.017657683,0.028445079,0.042947952,0.086592719,0.106679523,0.131041956,0.198313705,0.083695859,0.172237927,0.035056984,Michael Woodford
Dani Rodrik,0.074759319,0.066126108,0.077209684,0.039019732,0.069620006,0.08812309,0.0692226,0.130946042,0.3643754,0.202756036,0.037858213,0.089503104,0.082326665,0.147762117,0.050751531,0.249751689,0.308246124,0.298984022,0.08630971,0.281074929,0.11560247,0.13403014,0.040810368,0.049263045,0.069394764,0.195975468,0.20720399,0.078256564,0.249701551,0.247261082,0.404115489,0.099232845,0.028102882,0.1872794,0.084822281,0.046413827,0.068820005,0.3073648,0.07294083,0.042901496,0.177144053,0.148414566,0.075443653,0.072336929,0.085948745,0.048127503,0.044039832,0.035381321,0.095954047,0.245060646,0.188647132,0.396095786,0.132540706,0.03460857,0.052599072,0.063018802,0.079268267,0.066589017,0.15967884,0.082294663,0.066067358,0.225761746,0.065816976,0.071785127,0.482460528,0.260890747,0.090342115,0.058474296,0.024609098,0.115400232,0.091082083,1,0.0816868,0.110034291,0.165791223,0.081979481,0.159342671,0.271778649,0.029471877,0.06586919,0.249605975,0.08004896,0.089597872,0.027513016,0.043914887,0.059530555,0.146455798,0.088246576,0.144789666,0.139730418,0.02354348,0.027381643,0.080597641,0.074396896,0.083156883,0.113508685,0.063219825,0.32689598,0.110811859,0.036988143,Dani Rodrik
Peter Diamond,0.074243098,0.11524559,0.091719281,0.049535277,0.07814963,0.178171172,0.149932099,0.091134049,0.060270744,0.125255746,0.048769787,0.078692028,0.064578024,0.082753097,0.09594102,0.060712572,0.096141097,0.067319832,0.092994307,0.053658969,0.067310909,0.103101923,0.050135297,0.045457487,0.105486548,0.157927807,0.042652867,0.099070222,0.157863195,0.156388866,0.182710457,0.284984516,0.023040332,0.111141851,0.05221373,0.095995082,0.266035159,0.071349721,0.080451069,0.049113652,0.104728546,0.106181468,0.098521685,0.118062211,0.109199806,0.057762521,0.154571225,0.048292126,0.068565044,0.072475777,0.118357105,0.046916305,0.080009201,0.037834345,0.023919661,0.10507475,0.102914061,0.088737695,0.098686401,1,0.074198591,0.066200058,0.046642271,0.070073665,0.040271934,0.05262258,0.074140673,0.077692512,0.013673965,0.127363202,0.118842809,0.082294663,0.075115632,0.064641245,0.172836689,0.10607231,0.052833624,0.068835341,0.054390715,0.074572472,0.045017516,0.139340529,0.046061048,0.044028009,0.071961653,0.055286211,0.111778559,0.081363875,0.180816557,0.049604096,0.014896945,0.052597639,0.075152502,0.099565686,0.101265855,0.086172093,0.063581968,0.15132263,0.200394547,0.034013505,Peter Diamond
Richard Freeman,0.073200051,0.299090433,0.122410254,0.045222935,0.059402686,0.194513379,0.379325798,0.093012205,0.070177774,0.136127372,0.025385912,0.070627144,0.084543245,0.085246737,0.079737538,0.0972037,0.195653158,0.150844523,0.096029381,0.096957738,0.130896037,1,0.171141726,0.044588402,0.111111086,0.204280776,0.043544623,0.051410517,0.166160313,0.17609887,0.149739904,0.102808402,0.023474555,0.110870296,0.074436099,0.051333895,0.084382706,0.156860366,0.082953409,0.037036738,0.119884142,0.179876846,0.100372709,0.301573955,0.085556031,0.049312888,0.062227997,0.039991424,0.119364477,0.080579764,0.091466767,0.088130418,0.074565175,0.041547216,0.030411622,0.20003526,0.06821583,0.080355998,0.142476791,0.103101923,0.043887206,0.14660515,0.318042577,0.127003594,0.072147247,0.122632029,0.075213374,0.13080332,0.039706644,0.104650497,0.119940361,0.13403014,0.073154673,0.091194668,0.127529606,0.088335659,0.079601861,0.096640418,0.035854362,0.06445238,0.088371924,0.094661392,0.058725384,0.041409372,0.026978321,0.061807575,0.121900808,0.088006779,0.102668482,0.06937037,0.020312071,0.042593608,0.120469216,0.072399791,0.096387007,0.089981432,0.062953371,0.17167227,0.082529773,0.039668397,Richard Freeman
Paul Milgrom,0.070905683,0.049641965,0.222396487,0.037431262,0.051755716,0.097926772,0.059930609,0.063374925,0.054661098,0.098470856,0.028155771,0.075835431,1,0.045234107,0.046025139,0.060244047,0.114641371,0.157559566,0.026649964,0.076323345,0.052841909,0.084543245,0.034047217,0.039071202,0.029644416,0.102212805,0.016458186,0.056395226,0.092586012,0.126598577,0.119660886,0.044781736,0.017879235,0.056792705,0.041129973,0.034038523,0.040822967,0.093998859,0.052329072,0.026260114,0.209554897,0.046443555,0.062252398,0.06541335,0.057378708,0.036868589,0.046641817,0.032388679,0.041581389,0.06856432,0.060452999,0.069457625,0.047893212,0.048993685,0.014843027,0.061887331,0.056897642,0.05194506,0.08337053,0.064578024,0.046280843,0.082799948,0.020488865,0.030023102,0.051178117,0.215031464,0.041577082,0.03664574,0.032489772,0.051318673,0.110376077,0.082326665,0.036175884,0.037755018,0.078689635,0.073067154,0.038766739,0.082679318,0.040701195,0.043718647,0.058888718,0.046171234,0.028894295,0.019300526,0.135626406,0.03628219,0.058556446,0.072180568,0.066193224,0.069042503,0.016361483,0.032737868,0.036520181,0.052407661,0.080411652,0.043980864,0.039825526,0.086708015,0.068926134,0.052125171,Paul Milgrom
Ernst Fehr,0.06988464,0.123182132,0.287121284,0.040985179,0.075933985,0.142572732,0.142021436,0.100798888,0.042487007,0.128140388,0.021276386,0.075967482,0.110376077,0.063533686,0.161645631,0.06348192,0.082826046,0.077302432,0.050480112,0.056332903,0.069193684,0.119940361,0.049544711,0.037207871,0.059744049,0.159131401,0.127180816,0.082805508,0.104777516,0.101075046,0.118470666,0.06913153,0.024131579,0.088388949,0.045692692,0.038691925,0.063248196,0.08622825,0.049640684,0.040629942,0.155953145,0.107092889,0.16719607,0.106996905,0.094880681,0.037710422,0.043777916,0.02676736,0.069005184,0.062948019,0.049386222,0.064645059,0.06817593,0.053696104,0.02117095,0.135613535,0.086319356,0.112749246,0.104649716,0.118842809,0.066743252,0.173064068,0.048101342,0.090622363,0.030098098,0.083008317,0.050573624,0.102575112,0.0348468,0.09466517,1,0.091082083,0.061938319,0.060800136,0.113126267,0.08779514,0.114209797,0.063135964,0.039293827,0.045426071,0.063534942,0.085208866,0.058304883,0.021106045,0.206527721,0.052641245,0.078409775,0.068440898,0.093828923,0.040417977,0.01393007,0.069282775,0.096409135,0.106575238,0.072283329,0.060703945,0.05477716,0.10673994,0.07758348,0.072254941,Ernst Fehr
Bruno Frey,0.069266105,0.087714594,0.134319633,0.040088999,0.054795323,0.076318349,0.080682932,0.078662179,0.109420013,0.153571017,0.023305167,0.062755035,0.082799948,0.067531918,0.132805629,0.113106103,0.196549408,0.237548871,0.056149935,0.128145537,0.077519572,0.14660515,0.074515669,0.037078191,0.120443867,0.163091221,0.440294413,0.05567046,0.137055604,0.160440446,0.190459846,0.079385227,0.025424256,0.085012629,0.076537531,0.032461292,0.072948635,0.271057385,0.060878199,0.029496033,0.166997011,0.174297931,0.109111491,0.149457686,0.060834083,0.042005079,0.041445781,0.027553198,0.075881557,0.102389236,0.090900343,0.180878206,0.069815989,0.029055547,0.029980821,0.089237751,0.047194273,0.053533891,0.06393592,0.066200058,0.048932937,1,0.037813348,0.063383404,0.131147819,0.203000434,0.060797002,0.047684751,0.037378757,0.125580918,0.173064068,0.225761746,0.069829914,0.052735323,0.171724914,0.064831991,0.390068465,0.123995812,0.034794509,0.056283649,0.107893576,0.077550741,0.212005809,0.019573105,0.050361409,0.043914704,0.069370648,0.058491721,0.093357849,0.094893837,0.019165526,0.022687549,0.086440096,0.069683219,0.064196453,0.054433784,0.062977706,0.280717844,0.079595229,0.058938888,Bruno Frey
Robert King,0.069121994,0.046297647,0.075019591,0.066156814,1,0.171641517,0.053315148,0.0893604,0.087627016,0.075661183,0.037752513,0.098404783,0.051755716,0.110878956,0.057794989,0.037044997,0.101920796,0.066446413,0.05267534,0.04197067,0.09433879,0.059402686,0.034038222,0.074237613,0.053770821,0.121907064,0.018591446,0.203305389,0.125272184,0.113133665,0.113331297,0.091055536,0.050279277,0.121206837,0.074625843,0.115346293,0.072957407,0.057076346,0.113194126,0.248624841,0.076197099,0.071310178,0.054662489,0.0540283,0.187854734,0.06783035,0.055862344,0.044336654,0.055381679,0.101592405,0.051783275,0.055667097,0.144352158,0.116475118,0.038821238,0.07847257,0.195833911,0.158509929,0.099952103,0.07814963,0.149842925,0.054795323,0.016303042,0.123380373,0.04612862,0.045582468,0.10575898,0.177596175,0.017745184,0.172822754,0.075933985,0.069620006,0.150055114,0.111741498,0.098520639,0.162071892,0.03498291,0.188871274,0.062912988,0.104106492,0.031674863,0.180088915,0.058350335,0.031760096,0.061227203,0.095971105,0.086948672,0.172943526,0.218636058,0.062136098,0.021980441,0.033019322,0.042887926,0.100256352,0.138592128,0.081354315,0.159789311,0.067958805,0.130465256,0.031880197,Robert King
David Romer,0.068626131,0.067456092,0.07236399,0.090549711,0.158509929,0.11833838,0.058952769,0.117757012,0.087806997,0.089966313,0.027032187,0.123746067,0.05194506,0.11610126,0.055159774,0.037659428,0.117408678,0.047839586,0.139004103,0.048313875,0.103128596,0.080355998,0.043914006,0.069797824,0.088093753,0.110015107,0.020251616,0.227218855,0.133945848,0.126456188,0.107867846,0.119749859,0.045832207,0.129979112,0.082891704,0.10301484,0.099453282,0.056976182,0.089146819,0.139810395,0.076069516,0.093298134,0.063157159,0.082155005,0.200378757,0.050064706,0.040731847,0.030691168,0.046920005,0.101730222,0.06572859,0.049044051,0.131026727,0.05268857,0.023700949,0.063249169,0.17020761,1,0.107355021,0.088737695,0.168616275,0.053533891,0.019999909,0.128833139,0.052359892,0.04092873,0.08710787,0.187191835,0.018864766,0.157127939,0.112749246,0.066589017,0.202524176,0.085245015,0.120133572,0.154492413,0.040788545,0.1468475,0.041218244,0.089811465,0.03776398,0.192341599,0.064216895,0.032418876,0.069473807,0.100715698,0.089939154,0.195020737,0.135868141,0.051933438,0.012208745,0.036633373,0.067232592,0.072708622,0.10070715,0.106695084,0.121385172,0.055112249,0.155573814,0.04152322,David Romer
Alberto Alesina,0.068498619,0.065741541,0.084118579,0.034443476,0.071310178,0.075413635,0.103307875,0.123074656,0.078765198,0.160846316,0.033847205,0.072337967,0.046443555,0.145430619,0.086913896,0.09761705,0.204612191,0.099346077,0.082097252,0.093726394,0.119853577,0.179876846,0.063757488,0.039120475,0.106858978,0.244997564,0.060683434,0.088873101,0.111221293,0.138126772,0.133092547,0.134545726,0.03078274,0.157593503,0.051699314,0.059599809,0.091371229,0.114829894,0.095739156,0.052543353,0.119274335,1,0.149986853,0.093943832,0.090668041,0.047803458,0.030647372,0.031266526,0.077122231,0.115064334,0.062856511,0.065822071,0.129801429,0.03632546,0.039557897,0.085274076,0.067613177,0.093298134,0.169330818,0.106181468,0.075343199,0.174297931,0.086263254,0.098968261,0.067303162,0.065880279,0.072164375,0.107969037,0.017919134,0.15619711,0.107092889,0.148414566,0.073537839,0.119819036,0.265263737,0.096796722,0.099517685,0.08251281,0.042455219,0.053128838,0.074316221,0.111138824,0.089557791,0.022666859,0.044321312,0.049948454,0.131640218,0.117856243,0.168373224,0.047328462,0.015277312,0.025344051,0.15747985,0.067427441,0.068960686,0.112058088,0.112144757,0.094869778,0.188046334,0.047658822,Alberto Alesina
Jordi Gali,0.066078427,0.056954577,0.058655427,0.067573564,0.177596175,0.172447621,0.065337773,0.078150811,0.093111381,0.062602119,0.036642545,0.081103531,0.03664574,0.148648653,0.044883888,0.035116273,0.13083053,0.055347757,0.045153309,0.037654468,0.138899455,0.13080332,0.02996779,0.063557238,0.046864878,0.097147932,0.032861766,0.232552326,0.113885125,0.179932451,0.100162277,0.110567605,0.053989191,0.139496292,0.072977003,0.107002785,0.059110491,0.055548835,0.076606626,0.156328434,0.066198589,0.107969037,0.047934464,0.059730326,0.430740317,0.081240058,0.050263783,0.068208776,0.037379167,0.122815443,0.050930064,0.060416683,0.163873863,0.080166776,0.038316749,0.049762722,0.223339274,0.187191835,0.094549729,0.077692512,0.205529014,0.047684751,0.022471334,0.169365723,0.061517526,0.037927359,0.116220758,1,0.015154972,0.158936557,0.102575112,0.058474296,0.162639199,0.065011901,0.084483682,0.121194088,0.04073624,0.179267913,0.056532483,0.110192243,0.031760602,0.241372756,0.069760497,0.038859573,0.050341424,0.086214632,0.073563041,0.202146432,0.151529435,0.054151764,0.011576782,0.049137808,0.030423807,0.058778581,0.101941606,0.065724245,0.161698832,0.098548059,0.116650695,0.027957281,Jordi Gali
Clive Granger,0.061981213,0.044574647,0.060136004,1,0.066156814,0.066758906,0.060703288,0.052409289,0.034090659,0.061612279,0.136836679,0.093054956,0.037431262,0.093226034,0.027925506,0.026006041,0.061254342,0.045914185,0.048652171,0.029173138,0.084163493,0.045222935,0.059498444,0.281823082,0.073532121,0.073983031,0.013236672,0.092032602,0.08541857,0.054030379,0.06466682,0.047948784,0.190281036,0.075984579,0.268510524,0.274118148,0.054908384,0.089077925,0.053186761,0.290384757,0.059385267,0.034443476,0.044277383,0.053927775,0.060794419,0.3918613,0.055955673,0.125665998,0.070493363,0.065797437,0.099255616,0.034354067,0.068327071,0.108236983,0.178867497,0.070865827,0.083954748,0.090549711,0.044388248,0.049535277,0.080012214,0.040088999,0.018390459,0.063005154,0.031477191,0.039027516,0.269897711,0.067573564,0.022112927,0.069143998,0.040985179,0.039019732,0.08701566,0.046595051,0.053484608,0.112704355,0.030097611,0.090257376,0.183882528,0.17383185,0.027982322,0.097809989,0.172375328,0.060597554,0.052522918,0.275222545,0.057394724,0.076920156,0.078786433,0.231488303,0.028253739,0.050106751,0.039027706,0.126127482,0.059242726,0.043951894,0.139381293,0.08121722,0.068275668,0.023084336,Clive Granger
Thomas Sargent,0.061414791,0.097373026,0.098038861,0.112704355,0.162071892,0.129104011,0.084929528,0.080201915,0.07236229,0.108280722,0.077130045,0.090948982,0.073067154,0.106977758,0.048703305,0.063299723,0.124269168,0.06349935,0.046977836,0.061789403,0.097555863,0.088335659,0.058462394,0.089803816,0.058586524,0.156052042,0.028361225,0.155268592,0.13856434,0.138862828,0.131235672,0.127491068,0.086836636,0.13055224,0.103554177,0.138425107,0.089608994,0.068935022,0.125124168,0.160648179,0.099917445,0.096796722,0.074205295,0.079275193,0.120165086,0.161436647,0.072800846,0.068299145,0.05263452,0.120070245,0.101093309,0.099783519,0.112452633,0.63706526,0.027632259,0.097224853,0.122853217,0.154492413,0.078468103,0.10607231,0.153541802,0.064831991,0.029320444,0.095930168,0.074094833,0.064163437,0.16010232,0.121194088,0.023966819,0.154413438,0.08779514,0.081979481,0.116824344,0.071256904,0.100669773,1,0.043397275,0.147896167,0.097294985,0.120904729,0.052730902,0.134446948,0.078151604,0.026750464,0.155302479,0.118204303,0.081186121,0.129935789,0.153609782,0.125523763,0.022696241,0.029704848,0.063992635,0.107674159,0.116134622,0.062532411,0.182595996,0.094069335,0.130754176,0.051598249,Thomas Sargent
Martin Ravallion,0.059448612,0.190053116,0.066484409,0.048652171,0.05267534,0.088834249,0.095040567,0.098458218,0.046951278,0.092784385,0.026362353,0.052201868,0.026649964,0.09062775,0.066818558,0.051516694,0.097720614,0.069155712,1,0.045539858,0.064294668,0.096029381,0.088079743,0.041980525,0.493060239,0.114351438,0.020537539,0.047875903,0.084765645,0.061996814,0.099632934,0.069111476,0.028074199,0.089966487,0.056175975,0.038247708,0.069809794,0.110282794,0.071313684,0.03864175,0.052431343,0.082097252,0.051342943,0.106277021,0.059983496,0.042419707,0.028252643,0.0374665,0.170063343,0.053135921,0.051119356,0.036136819,0.070161553,0.02994054,0.055232483,0.112756808,0.055779956,0.139004103,0.061087417,0.092994307,0.049961756,0.056149935,0.037087159,0.051326113,0.037087023,0.025004533,0.059023873,0.045153309,0.021525216,0.084300144,0.050480112,0.08630971,0.054309904,0.078053353,0.228959377,0.046977836,0.053178336,0.04992358,0.043153089,0.075696879,0.04479874,0.065123314,0.043712194,0.022832875,0.026156003,0.047042365,0.214233353,0.05963198,0.093630188,0.03799915,0.019268432,0.023044404,0.115952648,0.072267759,0.070890079,0.108763252,0.04213254,0.100369734,0.076780952,0.025367709,Martin Ravallion
Robert Lucas,0.057997411,0.10379345,0.073995945,0.053186761,0.113194126,0.093819713,0.118269859,0.144305854,0.050161203,0.084430232,0.037484016,0.089379591,0.052329072,0.080407658,0.074101913,0.043062012,0.103731496,0.17566239,0.071313684,0.044744654,0.094996203,0.082953409,0.059972916,0.045040742,0.108519328,0.139740223,0.022434527,0.091581003,0.087565183,0.086777905,0.112367662,0.085072479,0.034686209,0.100479751,0.053847617,0.066557945,0.061685505,0.143617336,1,0.078269118,0.080455539,0.095739156,0.048552845,0.078125493,0.091622944,0.055695007,0.080084121,0.030853589,0.085535178,0.068436237,0.054549962,0.067379344,0.098161529,0.055654641,0.037587963,0.094291457,0.08783968,0.089146819,0.093450446,0.080451069,0.081145369,0.060878199,0.09417986,0.071744703,0.036912326,0.057014422,0.092473631,0.076606626,0.016799603,0.120179383,0.049640684,0.07294083,0.080543725,0.076791446,0.099601733,0.125124168,0.0409205,0.084891824,0.034453121,0.090805427,0.040406995,0.103903264,0.053298476,0.037985973,0.063538022,0.062039035,0.12378314,0.106474546,0.158236941,0.056648964,0.013535931,0.043988091,0.250266486,0.101908322,0.130921185,0.080044121,0.069907808,0.075750457,0.065336061,0.047684465,Robert Lucas
Clement Tisdell,0.056970196,0.112558202,0.143860527,0.070493363,0.055381679,0.073207613,0.080954541,0.084619847,0.046226573,0.086105364,0.030175307,0.067903694,0.041581389,0.095995264,0.089271073,0.045847914,0.100955573,0.074901331,0.170063343,0.044591476,0.073184416,0.119364477,0.068132734,0.043428499,0.128691907,0.122922638,0.03976633,0.058574536,0.087994302,0.062245765,0.118115823,0.066296109,0.024269551,0.107866572,0.129623126,0.05170361,0.063834016,0.179770321,0.085535178,0.04473284,0.076724721,0.077122231,0.089610614,0.085378184,0.056015187,0.059592244,0.035069647,0.037519176,1,0.064888179,0.074837519,0.040271891,0.071912195,0.028133998,0.134468578,0.10736677,0.046844941,0.046920005,0.105724675,0.068565044,0.048720519,0.075881557,0.039746988,0.053748433,0.039300626,0.04924024,0.066511438,0.037379167,0.022995697,0.097255587,0.069005184,0.095954047,0.061953659,0.09027187,0.13795037,0.05263452,0.090491336,0.042323937,0.041420739,0.161180238,0.035964041,0.066280207,0.064230528,0.018337938,0.034434258,0.056225147,0.182541391,0.04698885,0.087996638,0.051589661,0.01941125,0.020212559,0.067264682,0.067379172,0.062165379,0.077701473,0.053880781,0.091618426,0.072974507,0.033628242,Clement Tisdell
David Card,0.056834964,0.412897313,0.155474574,0.060703288,0.053315148,0.198747882,1,0.068439748,0.043145549,0.092289002,0.041354597,0.082616601,0.059930609,0.069040684,0.088657338,0.052433497,0.08145106,0.082142106,0.095040567,0.049490866,0.072846809,0.379325798,0.304056464,0.046232833,0.127651694,0.198330804,0.023520528,0.053393872,0.130796551,0.117648041,0.101545087,0.1454198,0.034094423,0.084679512,0.075115772,0.059453329,0.13375179,0.10087363,0.118269859,0.046524631,0.071559851,0.103307875,0.088843654,0.371374987,0.065858551,0.047474949,0.074892594,0.051176271,0.080954541,0.054112809,0.096802509,0.052863258,0.059945971,0.030793131,0.019089555,0.253319993,0.06402826,0.058952769,0.097776014,0.149932099,0.044651917,0.080682932,0.479339395,0.118555281,0.03388622,0.035901831,0.066783933,0.065337773,0.036899983,0.113946148,0.142021436,0.0692226,0.064507607,0.055491824,0.122669852,0.084929528,0.048178152,0.054206337,0.052905693,0.074149161,0.045886024,0.072032328,0.052278058,0.040177964,0.046542753,0.065860253,0.08622989,0.062619603,0.095521938,0.060990793,0.025607428,0.048902531,0.178983379,0.094301074,0.075782058,0.068830369,0.043897571,0.141554323,0.082668009,0.031069622,David Card
Jacques Thisse,0.056134573,0.072670184,0.095527434,0.045914185,0.066446413,0.078043152,0.082142106,0.079302363,0.205512212,0.136053348,0.033052765,0.063647046,0.157559566,0.073912414,0.045625175,0.161864088,0.296320507,1,0.069155712,0.17627271,0.058038118,0.150844523,0.039737677,0.032334815,0.061484708,0.129348316,0.135730055,0.057698892,0.201379916,0.304628804,0.338474692,0.058680667,0.021188644,0.095582137,0.075237615,0.031971902,0.047439898,0.541072675,0.17566239,0.030117516,0.274415204,0.099346077,0.065622165,0.06014894,0.052898758,0.051249916,0.036039272,0.031813823,0.074901331,0.183315926,0.152732796,0.403807289,0.057797582,0.034345632,0.029892015,0.058045305,0.046605637,0.047839586,0.113910916,0.067319832,0.045362948,0.237548871,0.064619964,0.04730475,0.27800552,0.528198515,0.081090456,0.055347757,0.014551648,0.068902481,0.077302432,0.298984022,0.033884396,0.044023858,0.114991712,0.06349935,0.135383477,0.241024422,0.04108784,0.052352626,0.168865885,0.068535349,0.049335021,0.022124219,0.108155612,0.037096344,0.092677002,0.053249381,0.120625931,0.169817889,0.013930271,0.028417295,0.267124987,0.066601776,0.08007015,0.054717463,0.041430777,0.313422441,0.07642083,0.034728943,Jacques Thisse
Christopher Sims,0.051698109,0.038986901,0.07980386,0.139381293,0.159789311,0.087480994,0.043897571,0.090052813,0.072793952,0.077458162,0.141648444,0.102340948,0.039825526,0.136864743,0.036503357,0.033408001,0.146415643,0.041430777,0.04213254,0.034179942,0.101413541,0.062953371,0.051755288,0.115605154,0.044169321,0.090801606,0.044462772,0.198313705,0.092201564,0.11442828,0.092863459,0.089206542,0.07507001,0.114591164,0.162660855,0.285618527,0.057774932,0.052934511,0.069907808,0.245026362,0.06398774,0.112144757,0.054056314,0.063224226,0.183855356,0.272641596,0.041208244,0.129769829,0.053880781,0.102744933,0.089461149,0.059408151,0.150785834,0.104182944,0.042704061,0.095129532,0.113674912,0.121385172,0.049765765,0.063581968,0.198152818,0.062977706,0.012033019,0.082907194,0.047984771,0.039512781,0.226340728,0.161698832,0.043590851,0.109698634,0.05477716,0.063219825,0.176998134,0.061347731,0.087735709,0.182595996,0.045930557,0.140122234,0.113641337,0.097233955,0.027246458,0.166897361,0.081743442,0.026477526,0.058806997,0.115607998,0.064621799,0.199963664,0.10972374,0.125401806,0.045481382,0.022270387,0.042924586,0.099026758,0.078753315,0.076147163,1,0.071369206,0.135321667,0.038209551,Christopher Sims
Richard Blundell,0.050415432,0.123627861,0.085050084,0.08121722,0.067958805,0.112464371,0.141554323,0.060647134,0.224932021,0.124610106,0.098868797,0.055912592,0.086708015,0.068892666,0.094550772,0.158398384,0.217808572,0.313422441,0.100369734,0.17210395,0.067474156,0.17167227,0.114253572,0.075766257,0.131068736,0.148278043,0.355766101,0.083695859,0.214417652,0.22432301,0.293428106,0.122889396,0.051806079,0.10765924,0.092148234,0.10523226,0.156707106,0.309591634,0.075750457,0.073439938,0.167547537,0.094869778,0.072015704,0.099361478,0.074039193,0.139767337,0.067855047,0.198758328,0.091618426,0.161500799,0.231189266,0.284792415,0.076780807,0.072159267,0.079196586,0.151309633,0.080598103,0.055112249,0.082678918,0.15132263,0.053702011,0.280717844,0.072875923,0.072299615,0.304556509,0.287658458,0.15652916,0.098548059,0.029395375,0.105631639,0.10673994,0.32689598,0.062090708,0.05880775,0.14314839,0.094069335,0.244862119,0.239729889,0.139335064,0.096406991,0.161246373,0.112511714,0.124171407,0.025504655,0.049572063,0.070138019,0.102611508,0.079421804,0.166353697,0.207739669,0.034208158,0.030449417,0.056627999,0.090354649,0.08917577,0.060463115,0.071369206,1,0.144252341,0.031377035,Richard Blundell
